condition_id,condition_name,defense_state,attack_type,epsilon,error_family,risk_priority,true_label,true_class_name,predicted_label,predicted_class_name,count,total_windows,percent_of_total_windows,safety_proxy_interpretation,thesis_use,claim_boundary
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,0,lie down,14,996,1.4056,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,2,walk,42,996,4.2169,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,3,pickup,3,996,0.3012,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,4,run,19,996,1.9076,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,5,sit down,1,996,0.1004,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,6,stand up,10,996,1.0040,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,false_fall_alarm_multiclass_error,high,0,lie down,1,fall,9,996,0.9036,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,false_fall_alarm_multiclass_error,high,2,walk,1,fall,5,996,0.5020,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,false_fall_alarm_multiclass_error,high,3,pickup,1,fall,1,996,0.1004,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,false_fall_alarm_multiclass_error,high,4,run,1,fall,37,996,3.7149,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,false_fall_alarm_multiclass_error,high,5,sit down,1,fall,4,996,0.4016,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_fgsm_epsilon_0_03,"Defended FGSM attack, epsilon 0.030",FGSM adversarial-training defense,FGSM,0.030,false_fall_alarm_multiclass_error,high,6,stand up,1,fall,16,996,1.6064,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,0,lie down,25,996,2.5100,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,2,walk,27,996,2.7108,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,3,pickup,4,996,0.4016,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,4,run,16,996,1.6064,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,5,sit down,4,996,0.4016,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,6,stand up,13,996,1.3052,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,false_fall_alarm_multiclass_error,high,0,lie down,1,fall,7,996,0.7028,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,false_fall_alarm_multiclass_error,high,2,walk,1,fall,1,996,0.1004,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,false_fall_alarm_multiclass_error,high,3,pickup,1,fall,1,996,0.1004,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,false_fall_alarm_multiclass_error,high,4,run,1,fall,31,996,3.1124,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,false_fall_alarm_multiclass_error,high,5,sit down,1,fall,5,996,0.5020,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_pgd_epsilon_0_03,"Defended PGD attack, epsilon 0.030",FGSM adversarial-training defense,PGD,0.030,false_fall_alarm_multiclass_error,high,6,stand up,1,fall,11,996,1.1044,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
