rule,tau1,tau2,pgd_recall,pgd_fp,walkrun_fp,specificity,precision,f1
D_pfall+entropy,0.48,1.7,0.111,75,52,0.835,0.062,0.080
D_pfall+entropy,0.48,1.8,0.111,75,52,0.835,0.062,0.080
D_pfall+entropy,0.48,1.9,0.111,75,52,0.835,0.062,0.080
D_pfall+entropy,0.48,2.0,0.111,75,52,0.835,0.062,0.080
D_pfall+entropy,0.52,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.52,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.52,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.52,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.52,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.52,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.52,1.2,0.067,29,21,0.936,0.094,0.078
D_pfall+entropy,0.52,1.3,0.089,43,30,0.905,0.085,0.087
D_pfall+entropy,0.52,1.4,0.089,54,37,0.881,0.069,0.078
D_pfall+entropy,0.52,1.5,0.089,56,38,0.877,0.067,0.076
D_pfall+entropy,0.52,1.6,0.089,56,38,0.877,0.067,0.076
D_pfall+entropy,0.52,1.7,0.089,56,38,0.877,0.067,0.076
D_pfall+entropy,0.52,1.8,0.089,56,38,0.877,0.067,0.076
D_pfall+entropy,0.52,1.9,0.089,56,38,0.877,0.067,0.076
D_pfall+entropy,0.52,2.0,0.089,56,38,0.877,0.067,0.076
D_pfall+entropy,0.56,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.56,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.56,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.56,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.56,1.0,0.022,6,6,0.987,0.143,0.038
D_pfall+entropy,0.56,1.1,0.022,9,9,0.980,0.100,0.036
D_pfall+entropy,0.56,1.2,0.044,25,18,0.945,0.074,0.056
D_pfall+entropy,0.56,1.3,0.067,31,19,0.932,0.088,0.076
D_pfall+entropy,0.56,1.4,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.56,1.5,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.56,1.6,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.56,1.7,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.56,1.8,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.56,1.9,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.56,2.0,0.067,35,22,0.923,0.079,0.072
D_pfall+entropy,0.6,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.6,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.6,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.6,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.6,1.0,0.022,5,5,0.989,0.167,0.039
D_pfall+entropy,0.6,1.1,0.022,8,8,0.982,0.111,0.037
D_pfall+entropy,0.6,1.2,0.044,19,12,0.958,0.095,0.061
D_pfall+entropy,0.6,1.3,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,1.4,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,1.5,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,1.6,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,1.7,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,1.8,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,1.9,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.6,2.0,0.067,22,12,0.952,0.120,0.086
D_pfall+entropy,0.64,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.64,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.64,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.64,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.64,1.0,0.022,5,5,0.989,0.167,0.039
D_pfall+entropy,0.64,1.1,0.022,5,5,0.989,0.167,0.039
D_pfall+entropy,0.64,1.2,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.3,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.4,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.5,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.6,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.7,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.8,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,1.9,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.64,2.0,0.022,11,7,0.976,0.083,0.035
D_pfall+entropy,0.68,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.68,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.68,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.68,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.68,1.0,0.022,4,4,0.991,0.200,0.040
D_pfall+entropy,0.68,1.1,0.022,4,4,0.991,0.200,0.040
D_pfall+entropy,0.68,1.2,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.3,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.4,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.5,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.6,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.7,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.8,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,1.9,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.68,2.0,0.022,6,5,0.987,0.143,0.038
D_pfall+entropy,0.72,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.72,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.72,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.72,0.9,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.72,1.0,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.1,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.2,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.3,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.4,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.5,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.6,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.7,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.8,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,1.9,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.72,2.0,0.022,2,2,0.996,0.333,0.042
D_pfall+entropy,0.76,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.76,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.76,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,0.9,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.0,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.1,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.2,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.3,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.4,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.5,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.6,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.7,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,1.9,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.76,2.0,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.8,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.8,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,0.8,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,0.9,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.0,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.1,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.2,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.3,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.4,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.5,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.6,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.8,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,1.9,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.8,2.0,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.84,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,0.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,1.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.84,2.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,0.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,1.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.88,2.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,0.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,1.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.92,2.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,0.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,1.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.96,2.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,0.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.8,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,1.9,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,1.0,2.0,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.0,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.1,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.2,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.3,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.4,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.5,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.6,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.0,0.7,0.000,1,1,0.998,0.000,0.000
E_margin+entropy,0.0,0.8,0.000,2,2,0.996,0.000,0.000
E_margin+entropy,0.0,0.9,0.000,3,3,0.993,0.000,0.000
E_margin+entropy,0.0,1.0,0.022,7,7,0.985,0.125,0.038
E_margin+entropy,0.0,1.1,0.044,10,10,0.978,0.167,0.070
E_margin+entropy,0.0,1.2,0.067,33,24,0.927,0.083,0.074
E_margin+entropy,0.0,1.3,0.200,58,42,0.873,0.134,0.161
E_margin+entropy,0.0,1.4,0.311,84,60,0.815,0.143,0.196
E_margin+entropy,0.0,1.5,0.489,96,68,0.789,0.186,0.270
E_margin+entropy,0.0,1.6,0.600,107,75,0.765,0.201,0.302
E_margin+entropy,0.0,1.7,0.644,111,78,0.756,0.207,0.314
E_margin+entropy,0.0,1.8,0.667,114,79,0.749,0.208,0.317
E_margin+entropy,0.0,1.9,0.667,115,80,0.747,0.207,0.316
E_margin+entropy,0.0,2.0,0.667,115,80,0.747,0.207,0.316
E_margin+entropy,0.5,0.0,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.1,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.2,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.3,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.4,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.5,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.6,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,0.5,0.7,0.000,1,1,0.998,0.000,0.000
E_margin+entropy,0.5,0.8,0.000,2,2,0.996,0.000,0.000
E_margin+entropy,0.5,0.9,0.000,3,3,0.993,0.000,0.000
E_margin+entropy,0.5,1.0,0.022,5,5,0.989,0.167,0.039
E_margin+entropy,0.5,1.1,0.022,8,8,0.982,0.111,0.037
E_margin+entropy,0.5,1.2,0.044,30,21,0.934,0.062,0.052
E_margin+entropy,0.5,1.3,0.089,51,35,0.888,0.073,0.080
E_margin+entropy,0.5,1.4,0.133,74,51,0.837,0.075,0.096
E_margin+entropy,0.5,1.5,0.178,83,56,0.818,0.088,0.118
E_margin+entropy,0.5,1.6,0.222,86,58,0.811,0.104,0.142
E_margin+entropy,0.5,1.7,0.244,86,58,0.811,0.113,0.155
E_margin+entropy,0.5,1.8,0.267,87,59,0.809,0.121,0.167
E_margin+entropy,0.5,1.9,0.267,87,59,0.809,0.121,0.167
E_margin+entropy,0.5,2.0,0.267,87,59,0.809,0.121,0.167
E_margin+entropy,1.0,0.0,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.1,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.2,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.3,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.4,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.5,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.6,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.0,0.7,0.000,1,1,0.998,0.000,0.000
E_margin+entropy,1.0,0.8,0.000,2,2,0.996,0.000,0.000
E_margin+entropy,1.0,0.9,0.000,3,3,0.993,0.000,0.000
E_margin+entropy,1.0,1.0,0.022,5,5,0.989,0.167,0.039
E_margin+entropy,1.0,1.1,0.022,8,8,0.982,0.111,0.037
E_margin+entropy,1.0,1.2,0.044,24,17,0.947,0.077,0.056
E_margin+entropy,1.0,1.3,0.067,31,19,0.932,0.088,0.076
E_margin+entropy,1.0,1.4,0.067,41,25,0.910,0.068,0.067
E_margin+entropy,1.0,1.5,0.067,43,26,0.905,0.065,0.066
E_margin+entropy,1.0,1.6,0.067,44,27,0.903,0.064,0.065
E_margin+entropy,1.0,1.7,0.067,44,27,0.903,0.064,0.065
E_margin+entropy,1.0,1.8,0.067,44,27,0.903,0.064,0.065
E_margin+entropy,1.0,1.9,0.067,44,27,0.903,0.064,0.065
E_margin+entropy,1.0,2.0,0.067,44,27,0.903,0.064,0.065
E_margin+entropy,1.5,0.0,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.1,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.2,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.3,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.4,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.5,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.6,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,1.5,0.7,0.000,1,1,0.998,0.000,0.000
E_margin+entropy,1.5,0.8,0.000,2,2,0.996,0.000,0.000
E_margin+entropy,1.5,0.9,0.000,2,2,0.996,0.000,0.000
E_margin+entropy,1.5,1.0,0.022,2,2,0.996,0.333,0.042
E_margin+entropy,1.5,1.1,0.022,2,2,0.996,0.333,0.042
E_margin+entropy,1.5,1.2,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.3,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.4,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.5,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.6,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.7,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.8,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,1.9,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,1.5,2.0,0.022,5,3,0.989,0.167,0.039
E_margin+entropy,2.0,0.0,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.1,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.2,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.3,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.4,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.5,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.6,0.000,0,0,1.000,0.000,0.000
E_margin+entropy,2.0,0.7,0.000,1,1,0.998,0.000,0.000
