split,sample_id,true_class,model,family,representation,fall_score,predicted_class,below_operating_threshold,operating_threshold_far012,rank_among_falls_desc
val,86,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.074871,lie down,True,0.543669,33
val,86,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.110576,walk,True,0.293561,30
val,86,fall,BLF_safety,BiLSTM_finetune,bilstm,0.055348,walk,True,0.227623,37
val,86,fall,D14B_seed43,D14_pauc_rank,lenet,0.174463,walk,True,0.200217,30
val,86,fall,D14B_seed44,D14_pauc_rank,lenet,0.166617,walk,True,0.191555,29
val,86,fall,G1_lowFA_s42,G1_hardneg,lenet,0.056573,lie down,True,0.144991,39
val,86,fall,G1_maxrec_s42,G1_hardneg,lenet,0.17163,walk,True,0.306177,36
val,86,fall,G1_safety_s44,G1_hardneg,lenet,0.174678,walk,True,0.314376,36
val,86,fall,GR1_lowFA,GR1_gairat,lenet,0.07928,walk,True,0.187872,36
val,86,fall,GR1_macroF1,GR1_gairat,lenet,0.057145,lie down,True,0.201419,41
val,86,fall,GR1_safety,GR1_gairat,lenet,0.16767,walk,True,0.36618,39
val,86,fall,SA1_lowFA,SA1_sat,lenet,0.063566,run,True,0.104403,35
val,86,fall,SA1_macroF1,SA1_sat,lenet,0.12593,walk,True,0.259205,38
val,86,fall,SA1_safety,SA1_sat,lenet,0.175403,walk,True,0.310699,38
val,86,fall,ST1_lowFA,ST1_beta3p0,lenet,0.099106,walk,True,0.157616,32
val,86,fall,ST1_safety,ST1_beta3p0,lenet,0.250887,pickup,True,0.422517,37
val,86,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.051834,walk,True,0.153511,40
val,86,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.132909,walk,True,0.289528,38
val,86,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.172745,walk,True,0.393386,42
val,86,fall,VD_seed42,variantD,lenet,0.312883,stand up,True,0.99924,24
val,86,fall,VD_seed43,variantD,lenet,0.26457,fall,True,0.994964,23
val,87,fall,AFAC_maxscore,AFAC_optionB,lenet,0.113023,walk,True,0.200578,39
val,87,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.04564,walk,True,0.143261,38
val,87,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.118499,lie down,True,0.543669,20
val,87,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.103264,walk,True,0.293561,33
val,87,fall,BLF_safety,BiLSTM_finetune,bilstm,0.128476,lie down,True,0.227623,19
val,87,fall,D14B_seed43,D14_pauc_rank,lenet,0.174568,walk,True,0.200217,29
val,87,fall,D14B_seed44,D14_pauc_rank,lenet,0.147532,walk,True,0.191555,35
val,87,fall,G1_maxrec_s42,G1_hardneg,lenet,0.235952,stand up,True,0.306177,26
val,87,fall,G1_safety_s44,G1_hardneg,lenet,0.183553,walk,True,0.314376,34
val,87,fall,GR1_macroF1,GR1_gairat,lenet,0.111241,walk,True,0.201419,30
val,87,fall,SA1_lowFA,SA1_sat,lenet,0.040934,walk,True,0.104403,40
val,87,fall,SA1_macroF1,SA1_sat,lenet,0.163865,walk,True,0.259205,33
val,87,fall,SA1_safety,SA1_sat,lenet,0.179265,walk,True,0.310699,37
val,87,fall,ST1_lowFA,ST1_beta3p0,lenet,0.051514,walk,True,0.157616,40
val,87,fall,ST1_macroF1,ST1_beta3p0,lenet,0.065113,walk,True,0.190872,42
val,87,fall,ST1_safety,ST1_beta3p0,lenet,0.402979,fall,True,0.422517,16
val,87,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.064636,walk,True,0.153511,35
val,87,fall,VD_seed42,variantD,lenet,0.303891,walk,True,0.99924,25
val,87,fall,VD_seed43,variantD,lenet,0.311264,walk,True,0.994964,19
val,88,fall,AFAC_maxscore,AFAC_optionB,lenet,0.090372,run,True,0.200578,41
val,88,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.065825,run,True,0.143261,35
val,88,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.07616,run,True,0.543669,32
val,88,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.098973,run,True,0.293561,36
val,88,fall,BLF_safety,BiLSTM_finetune,bilstm,0.064092,run,True,0.227623,35
val,88,fall,D14B_seed43,D14_pauc_rank,lenet,0.115684,run,True,0.200217,40
val,88,fall,D14B_seed44,D14_pauc_rank,lenet,0.107979,run,True,0.191555,40
val,88,fall,G1_lowFA_s42,G1_hardneg,lenet,0.122286,run,True,0.144991,23
val,88,fall,G1_maxrec_s42,G1_hardneg,lenet,0.15885,run,True,0.306177,39
val,88,fall,G1_safety_s44,G1_hardneg,lenet,0.155312,run,True,0.314376,37
val,88,fall,GR1_lowFA,GR1_gairat,lenet,0.057807,run,True,0.187872,40
val,88,fall,GR1_macroF1,GR1_gairat,lenet,0.065497,run,True,0.201419,40
val,88,fall,GR1_safety,GR1_gairat,lenet,0.250042,run,True,0.36618,30
val,88,fall,SA1_lowFA,SA1_sat,lenet,0.092002,run,True,0.104403,25
val,88,fall,SA1_macroF1,SA1_sat,lenet,0.137421,run,True,0.259205,36
val,88,fall,SA1_safety,SA1_sat,lenet,0.198925,run,True,0.310699,33
val,88,fall,ST1_lowFA,ST1_beta3p0,lenet,0.070002,run,True,0.157616,39
val,88,fall,ST1_macroF1,ST1_beta3p0,lenet,0.097859,run,True,0.190872,38
val,88,fall,ST1_safety,ST1_beta3p0,lenet,0.205521,run,True,0.422517,41
val,88,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.059754,run,True,0.153511,37
val,88,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.074425,walk,True,0.289528,42
val,88,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.207678,run,True,0.393386,38
val,88,fall,VD_seed42,variantD,lenet,0.083708,walk,True,0.99924,40
val,88,fall,VD_seed43,variantD,lenet,0.067411,run,True,0.994964,42
val,89,fall,AFAC_maxscore,AFAC_optionB,lenet,0.175653,walk,True,0.200578,33
val,89,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.072502,run,True,0.143261,34
val,89,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.046464,walk,True,0.543669,41
val,89,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.089595,run,True,0.293561,39
val,89,fall,BLF_safety,BiLSTM_finetune,bilstm,0.016026,run,True,0.227623,42
val,89,fall,D14B_seed43,D14_pauc_rank,lenet,0.154553,run,True,0.200217,34
val,89,fall,D14B_seed44,D14_pauc_rank,lenet,0.147787,run,True,0.191555,34
val,89,fall,G1_lowFA_s42,G1_hardneg,lenet,0.067583,walk,True,0.144991,36
val,89,fall,G1_maxrec_s42,G1_hardneg,lenet,0.194413,run,True,0.306177,33
val,89,fall,G1_safety_s44,G1_hardneg,lenet,0.181776,run,True,0.314376,35
val,89,fall,GR1_lowFA,GR1_gairat,lenet,0.050827,walk,True,0.187872,42
val,89,fall,GR1_macroF1,GR1_gairat,lenet,0.055768,walk,True,0.201419,42
val,89,fall,GR1_safety,GR1_gairat,lenet,0.251909,fall,True,0.36618,29
val,89,fall,SA1_lowFA,SA1_sat,lenet,0.048692,walk,True,0.104403,38
val,89,fall,SA1_macroF1,SA1_sat,lenet,0.096574,walk,True,0.259205,40
val,89,fall,SA1_safety,SA1_sat,lenet,0.157815,walk,True,0.310699,41
val,89,fall,ST1_lowFA,ST1_beta3p0,lenet,0.091936,run,True,0.157616,36
val,89,fall,ST1_macroF1,ST1_beta3p0,lenet,0.070321,walk,True,0.190872,40
val,89,fall,ST1_safety,ST1_beta3p0,lenet,0.242916,run,True,0.422517,39
val,89,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.036655,run,True,0.153511,42
val,89,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.114923,walk,True,0.289528,40
val,89,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.212031,walk,True,0.393386,37
val,89,fall,VD_seed42,variantD,lenet,0.191629,walk,True,0.99924,33
val,89,fall,VD_seed43,variantD,lenet,0.093172,walk,True,0.994964,41
val,90,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.208239,walk,True,0.543669,4
val,90,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.2697,fall,True,0.293561,3
val,90,fall,BLF_safety,BiLSTM_finetune,bilstm,0.160513,walk,True,0.227623,10
val,90,fall,GR1_safety,GR1_gairat,lenet,0.342693,fall,True,0.36618,20
val,90,fall,VD_seed42,variantD,lenet,0.536372,fall,True,0.99924,12
val,90,fall,VD_seed43,variantD,lenet,0.481248,fall,True,0.994964,11
val,91,fall,AFAC_maxscore,AFAC_optionB,lenet,0.170908,walk,True,0.200578,34
val,91,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.095689,lie down,True,0.143261,31
val,91,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.125339,walk,True,0.543669,16
val,91,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.127333,walk,True,0.293561,29
val,91,fall,BLF_safety,BiLSTM_finetune,bilstm,0.175229,stand up,True,0.227623,7
val,91,fall,D14B_seed43,D14_pauc_rank,lenet,0.15195,walk,True,0.200217,35
val,91,fall,D14B_seed44,D14_pauc_rank,lenet,0.148967,walk,True,0.191555,33
val,91,fall,G1_lowFA_s42,G1_hardneg,lenet,0.093005,walk,True,0.144991,28
val,91,fall,G1_maxrec_s42,G1_hardneg,lenet,0.21134,fall,True,0.306177,29
val,91,fall,GR1_lowFA,GR1_gairat,lenet,0.142886,walk,True,0.187872,23
val,91,fall,GR1_safety,GR1_gairat,lenet,0.183994,walk,True,0.36618,36
val,91,fall,SA1_lowFA,SA1_sat,lenet,0.064941,lie down,True,0.104403,34
val,91,fall,SA1_macroF1,SA1_sat,lenet,0.210023,walk,True,0.259205,24
val,91,fall,SA1_safety,SA1_sat,lenet,0.21305,fall,True,0.310699,30
val,91,fall,ST1_lowFA,ST1_beta3p0,lenet,0.076515,lie down,True,0.157616,38
val,91,fall,ST1_macroF1,ST1_beta3p0,lenet,0.161954,walk,True,0.190872,27
val,91,fall,ST1_safety,ST1_beta3p0,lenet,0.317249,fall,True,0.422517,29
val,91,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.094906,walk,True,0.153511,24
val,91,fall,VD_seed42,variantD,lenet,0.071497,stand up,True,0.99924,41
val,91,fall,VD_seed43,variantD,lenet,0.208087,walk,True,0.994964,31
val,92,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.162637,walk,True,0.543669,10
val,92,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.157916,walk,True,0.293561,17
val,92,fall,VD_seed42,variantD,lenet,0.242307,walk,True,0.99924,30
val,92,fall,VD_seed43,variantD,lenet,0.423108,walk,True,0.994964,15
val,93,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.111451,walk,True,0.543669,23
val,93,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.15996,run,True,0.293561,16
val,93,fall,BLF_safety,BiLSTM_finetune,bilstm,0.094124,run,True,0.227623,24
val,93,fall,G1_maxrec_s42,G1_hardneg,lenet,0.2608,run,True,0.306177,20
val,93,fall,G1_safety_s44,G1_hardneg,lenet,0.297947,fall,True,0.314376,25
val,93,fall,GR1_lowFA,GR1_gairat,lenet,0.081473,run,True,0.187872,34
val,93,fall,GR1_macroF1,GR1_gairat,lenet,0.095275,run,True,0.201419,31
val,93,fall,SA1_lowFA,SA1_sat,lenet,0.08614,run,True,0.104403,27
val,93,fall,SA1_macroF1,SA1_sat,lenet,0.197978,run,True,0.259205,26
val,93,fall,SA1_safety,SA1_sat,lenet,0.273276,run,True,0.310699,23
val,93,fall,ST1_lowFA,ST1_beta3p0,lenet,0.106032,run,True,0.157616,30
val,93,fall,ST1_macroF1,ST1_beta3p0,lenet,0.14867,run,True,0.190872,30
val,93,fall,ST1_safety,ST1_beta3p0,lenet,0.342523,run,True,0.422517,25
val,93,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.07823,run,True,0.153511,27
val,93,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.196052,walk,True,0.289528,31
val,93,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.345404,fall,True,0.393386,24
val,93,fall,VD_seed42,variantD,lenet,0.301096,walk,True,0.99924,26
val,93,fall,VD_seed43,variantD,lenet,0.17304,run,True,0.994964,37
val,94,fall,AFAC_maxscore,AFAC_optionB,lenet,0.072591,lie down,True,0.200578,42
val,94,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.035717,walk,True,0.143261,41
val,94,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.050196,lie down,True,0.543669,40
val,94,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.08029,walk,True,0.293561,40
val,94,fall,BLF_safety,BiLSTM_finetune,bilstm,0.044595,lie down,True,0.227623,40
val,94,fall,D14B_seed43,D14_pauc_rank,lenet,0.095704,walk,True,0.200217,42
val,94,fall,D14B_seed44,D14_pauc_rank,lenet,0.101338,walk,True,0.191555,41
val,94,fall,G1_lowFA_s42,G1_hardneg,lenet,0.028079,walk,True,0.144991,43
val,94,fall,G1_maxrec_s42,G1_hardneg,lenet,0.147164,walk,True,0.306177,40
val,94,fall,G1_safety_s44,G1_hardneg,lenet,0.1061,walk,True,0.314376,42
val,94,fall,GR1_lowFA,GR1_gairat,lenet,0.030013,walk,True,0.187872,43
val,94,fall,GR1_macroF1,GR1_gairat,lenet,0.02217,walk,True,0.201419,44
val,94,fall,GR1_safety,GR1_gairat,lenet,0.149577,walk,True,0.36618,40
val,94,fall,SA1_lowFA,SA1_sat,lenet,0.029794,walk,True,0.104403,42
val,94,fall,SA1_macroF1,SA1_sat,lenet,0.076886,walk,True,0.259205,42
val,94,fall,SA1_safety,SA1_sat,lenet,0.124221,walk,True,0.310699,42
val,94,fall,ST1_lowFA,ST1_beta3p0,lenet,0.047402,lie down,True,0.157616,41
val,94,fall,ST1_macroF1,ST1_beta3p0,lenet,0.069146,lie down,True,0.190872,41
val,94,fall,ST1_safety,ST1_beta3p0,lenet,0.272377,fall,True,0.422517,35
val,94,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.016443,walk,True,0.153511,43
val,94,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.054403,walk,True,0.289528,43
val,94,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.111205,walk,True,0.393386,43
val,94,fall,VD_seed42,variantD,lenet,0.24545,stand up,True,0.99924,29
val,94,fall,VD_seed43,variantD,lenet,0.230661,walk,True,0.994964,30
val,95,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.166686,run,True,0.543669,8
val,95,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.195573,run,True,0.293561,8
val,95,fall,BLF_safety,BiLSTM_finetune,bilstm,0.155067,run,True,0.227623,11
val,95,fall,G1_maxrec_s42,G1_hardneg,lenet,0.281871,fall,True,0.306177,17
val,95,fall,GR1_safety,GR1_gairat,lenet,0.355817,fall,True,0.36618,16
val,95,fall,ST1_safety,ST1_beta3p0,lenet,0.363943,run,True,0.422517,24
val,95,fall,VD_seed42,variantD,lenet,0.623474,fall,True,0.99924,6
val,95,fall,VD_seed43,variantD,lenet,0.296306,run,True,0.994964,21
val,96,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.065303,lie down,True,0.543669,35
val,96,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.127914,walk,True,0.293561,28
val,96,fall,BLF_safety,BiLSTM_finetune,bilstm,0.077565,lie down,True,0.227623,31
val,96,fall,VD_seed42,variantD,lenet,0.453707,fall,True,0.99924,18
val,96,fall,VD_seed43,variantD,lenet,0.7357,fall,True,0.994964,1
val,97,fall,AFAC_maxscore,AFAC_optionB,lenet,0.097702,run,True,0.200578,40
val,97,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.061625,run,True,0.143261,36
val,97,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.122999,run,True,0.543669,18
val,97,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.141041,run,True,0.293561,21
val,97,fall,BLF_safety,BiLSTM_finetune,bilstm,0.087339,run,True,0.227623,28
val,97,fall,D14B_seed43,D14_pauc_rank,lenet,0.127659,run,True,0.200217,39
val,97,fall,D14B_seed44,D14_pauc_rank,lenet,0.123771,run,True,0.191555,38
val,97,fall,G1_lowFA_s42,G1_hardneg,lenet,0.074359,run,True,0.144991,34
val,97,fall,G1_maxrec_s42,G1_hardneg,lenet,0.205923,run,True,0.306177,30
val,97,fall,G1_safety_s44,G1_hardneg,lenet,0.146039,run,True,0.314376,40
val,97,fall,GR1_lowFA,GR1_gairat,lenet,0.071021,run,True,0.187872,38
val,97,fall,GR1_macroF1,GR1_gairat,lenet,0.082655,run,True,0.201419,34
val,97,fall,GR1_safety,GR1_gairat,lenet,0.219973,run,True,0.36618,32
val,97,fall,SA1_lowFA,SA1_sat,lenet,0.071787,run,True,0.104403,32
val,97,fall,SA1_macroF1,SA1_sat,lenet,0.146083,run,True,0.259205,35
val,97,fall,SA1_safety,SA1_sat,lenet,0.18476,run,True,0.310699,36
val,97,fall,ST1_lowFA,ST1_beta3p0,lenet,0.130571,run,True,0.157616,25
val,97,fall,ST1_macroF1,ST1_beta3p0,lenet,0.10221,run,True,0.190872,37
val,97,fall,ST1_safety,ST1_beta3p0,lenet,0.231462,run,True,0.422517,40
val,97,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.053912,run,True,0.153511,38
val,97,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.15794,run,True,0.289528,35
val,97,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.215281,run,True,0.393386,36
val,97,fall,VD_seed42,variantD,lenet,0.185189,run,True,0.99924,34
val,97,fall,VD_seed43,variantD,lenet,0.104393,run,True,0.994964,40
val,98,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.191687,run,True,0.543669,6
val,98,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.210317,run,True,0.293561,5
val,98,fall,BLF_safety,BiLSTM_finetune,bilstm,0.134712,run,True,0.227623,16
val,98,fall,GR1_lowFA,GR1_gairat,lenet,0.15018,run,True,0.187872,22
val,98,fall,GR1_safety,GR1_gairat,lenet,0.331236,fall,True,0.36618,21
val,98,fall,ST1_safety,ST1_beta3p0,lenet,0.364627,fall,True,0.422517,23
val,98,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.378828,fall,True,0.393386,21
val,98,fall,VD_seed42,variantD,lenet,0.633387,fall,True,0.99924,5
val,98,fall,VD_seed43,variantD,lenet,0.581607,fall,True,0.994964,8
val,99,fall,AFAC_maxscore,AFAC_optionB,lenet,0.193834,walk,True,0.200578,28
val,99,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.136959,pickup,True,0.143261,23
val,99,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.133014,walk,True,0.543669,13
val,99,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.131086,walk,True,0.293561,26
val,99,fall,BLF_safety,BiLSTM_finetune,bilstm,0.188778,sit down,True,0.227623,5
val,99,fall,D14B_seed43,D14_pauc_rank,lenet,0.097729,walk,True,0.200217,41
val,99,fall,D14B_seed44,D14_pauc_rank,lenet,0.09699,walk,True,0.191555,42
val,99,fall,G1_lowFA_s42,G1_hardneg,lenet,0.085434,walk,True,0.144991,32
val,99,fall,G1_maxrec_s42,G1_hardneg,lenet,0.111866,walk,True,0.306177,42
val,99,fall,G1_safety_s44,G1_hardneg,lenet,0.077092,walk,True,0.314376,43
val,99,fall,GR1_lowFA,GR1_gairat,lenet,0.056154,walk,True,0.187872,41
val,99,fall,GR1_macroF1,GR1_gairat,lenet,0.075261,walk,True,0.201419,39
val,99,fall,GR1_safety,GR1_gairat,lenet,0.090759,walk,True,0.36618,42
val,99,fall,SA1_lowFA,SA1_sat,lenet,0.055332,walk,True,0.104403,36
val,99,fall,SA1_macroF1,SA1_sat,lenet,0.091207,walk,True,0.259205,41
val,99,fall,SA1_safety,SA1_sat,lenet,0.214767,walk,True,0.310699,29
val,99,fall,ST1_lowFA,ST1_beta3p0,lenet,0.038209,walk,True,0.157616,42
val,99,fall,ST1_macroF1,ST1_beta3p0,lenet,0.147315,walk,True,0.190872,31
val,99,fall,ST1_safety,ST1_beta3p0,lenet,0.118849,walk,True,0.422517,43
val,99,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.088897,walk,True,0.153511,25
val,99,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.196439,walk,True,0.289528,30
val,99,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.31178,walk,True,0.393386,27
val,99,fall,VD_seed42,variantD,lenet,0.034274,walk,True,0.99924,43
val,99,fall,VD_seed43,variantD,lenet,0.051107,walk,True,0.994964,43
val,100,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.178342,run,True,0.543669,7
val,100,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.205816,run,True,0.293561,6
val,100,fall,BLF_safety,BiLSTM_finetune,bilstm,0.16191,run,True,0.227623,9
val,100,fall,G1_maxrec_s42,G1_hardneg,lenet,0.265869,run,True,0.306177,19
val,100,fall,GR1_safety,GR1_gairat,lenet,0.314452,run,True,0.36618,24
val,100,fall,SA1_safety,SA1_sat,lenet,0.300865,fall,True,0.310699,18
val,100,fall,ST1_safety,ST1_beta3p0,lenet,0.337143,run,True,0.422517,27
val,100,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.354531,fall,True,0.393386,23
val,100,fall,VD_seed42,variantD,lenet,0.48156,run,True,0.99924,16
val,100,fall,VD_seed43,variantD,lenet,0.367036,run,True,0.994964,17
val,101,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.125069,stand up,True,0.543669,17
val,101,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.172636,walk,True,0.293561,13
val,101,fall,BLF_safety,BiLSTM_finetune,bilstm,0.137229,lie down,True,0.227623,15
val,101,fall,VD_seed42,variantD,lenet,0.66997,fall,True,0.99924,2
val,101,fall,VD_seed43,variantD,lenet,0.573387,fall,True,0.994964,9
val,102,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.13172,walk,True,0.543669,14
val,102,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.193387,walk,True,0.293561,9
val,102,fall,BLF_safety,BiLSTM_finetune,bilstm,0.102469,walk,True,0.227623,21
val,102,fall,G1_safety_s44,G1_hardneg,lenet,0.305777,fall,True,0.314376,23
val,102,fall,GR1_safety,GR1_gairat,lenet,0.306108,fall,True,0.36618,25
val,102,fall,SA1_safety,SA1_sat,lenet,0.280597,fall,True,0.310699,22
val,102,fall,ST1_safety,ST1_beta3p0,lenet,0.413008,fall,True,0.422517,15
val,102,fall,VD_seed42,variantD,lenet,0.548048,fall,True,0.99924,10
val,102,fall,VD_seed43,variantD,lenet,0.429639,fall,True,0.994964,14
val,103,fall,AFAC_maxscore,AFAC_optionB,lenet,0.121095,lie down,True,0.200578,38
val,103,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.111845,lie down,True,0.143261,27
val,103,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.01646,walk,True,0.543669,43
val,103,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.042614,walk,True,0.293561,43
val,103,fall,BLF_safety,BiLSTM_finetune,bilstm,0.008568,walk,True,0.227623,43
val,103,fall,D14B_seed43,D14_pauc_rank,lenet,0.128812,walk,True,0.200217,38
val,103,fall,D14B_seed44,D14_pauc_rank,lenet,0.128581,walk,True,0.191555,37
val,103,fall,G1_lowFA_s42,G1_hardneg,lenet,0.064912,lie down,True,0.144991,37
val,103,fall,G1_maxrec_s42,G1_hardneg,lenet,0.14383,lie down,True,0.306177,41
val,103,fall,G1_safety_s44,G1_hardneg,lenet,0.146166,stand up,True,0.314376,39
val,103,fall,GR1_lowFA,GR1_gairat,lenet,0.078927,walk,True,0.187872,37
val,103,fall,GR1_macroF1,GR1_gairat,lenet,0.076789,walk,True,0.201419,36
val,103,fall,GR1_safety,GR1_gairat,lenet,0.21445,fall,True,0.36618,33
val,103,fall,SA1_lowFA,SA1_sat,lenet,0.072824,lie down,True,0.104403,30
val,103,fall,SA1_macroF1,SA1_sat,lenet,0.128883,lie down,True,0.259205,37
val,103,fall,SA1_safety,SA1_sat,lenet,0.169759,lie down,True,0.310699,39
val,103,fall,ST1_lowFA,ST1_beta3p0,lenet,0.130081,walk,True,0.157616,26
val,103,fall,ST1_macroF1,ST1_beta3p0,lenet,0.168749,walk,True,0.190872,25
val,103,fall,ST1_safety,ST1_beta3p0,lenet,0.247152,fall,True,0.422517,38
val,103,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.066612,walk,True,0.153511,33
val,103,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.089807,walk,True,0.289528,41
val,103,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.2062,walk,True,0.393386,39
val,103,fall,VD_seed42,variantD,lenet,0.169054,stand up,True,0.99924,35
val,103,fall,VD_seed43,variantD,lenet,0.239389,stand up,True,0.994964,28
val,104,fall,AFAC_maxscore,AFAC_optionB,lenet,0.181992,walk,True,0.200578,31
val,104,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.010976,walk,True,0.543669,44
val,104,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.03146,run,True,0.293561,44
val,104,fall,BLF_safety,BiLSTM_finetune,bilstm,0.00728,walk,True,0.227623,44
val,104,fall,D14B_seed43,D14_pauc_rank,lenet,0.14162,run,True,0.200217,37
val,104,fall,D14B_seed44,D14_pauc_rank,lenet,0.138483,run,True,0.191555,36
val,104,fall,G1_lowFA_s42,G1_hardneg,lenet,0.101316,stand up,True,0.144991,27
val,104,fall,G1_maxrec_s42,G1_hardneg,lenet,0.185176,stand up,True,0.306177,35
val,104,fall,G1_safety_s44,G1_hardneg,lenet,0.206332,stand up,True,0.314376,32
val,104,fall,GR1_lowFA,GR1_gairat,lenet,0.096662,stand up,True,0.187872,29
val,104,fall,GR1_macroF1,GR1_gairat,lenet,0.116836,stand up,True,0.201419,28
val,104,fall,GR1_safety,GR1_gairat,lenet,0.230362,stand up,True,0.36618,31
val,104,fall,SA1_macroF1,SA1_sat,lenet,0.168352,stand up,True,0.259205,31
val,104,fall,SA1_safety,SA1_sat,lenet,0.201704,fall,True,0.310699,32
val,104,fall,ST1_lowFA,ST1_beta3p0,lenet,0.121446,stand up,True,0.157616,27
val,104,fall,ST1_macroF1,ST1_beta3p0,lenet,0.127056,walk,True,0.190872,36
val,104,fall,ST1_safety,ST1_beta3p0,lenet,0.325842,fall,True,0.422517,28
val,104,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.071778,walk,True,0.153511,29
val,104,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.117308,walk,True,0.289528,39
val,104,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.236903,walk,True,0.393386,33
val,104,fall,VD_seed42,variantD,lenet,0.151904,stand up,True,0.99924,37
val,104,fall,VD_seed43,variantD,lenet,0.261939,stand up,True,0.994964,24
val,105,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.043863,lie down,True,0.143261,40
val,105,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.064944,pickup,True,0.543669,36
val,105,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.140493,walk,True,0.293561,22
val,105,fall,BLF_safety,BiLSTM_finetune,bilstm,0.083757,lie down,True,0.227623,30
val,105,fall,G1_lowFA_s42,G1_hardneg,lenet,0.058202,lie down,True,0.144991,38
val,105,fall,SA1_lowFA,SA1_sat,lenet,0.048495,walk,True,0.104403,39
