kind,sample_id,true_class,n_models_hard,n_families_hard,models_hard,families_hard,mean_fall_score_all_models,max_fall_score_all_models,min_fall_score_all_models,interpretation
hard_nonfall,233,run,21,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.380128,0.920549,0.21729,mostly_hard_rescued_by_some_model
hard_nonfall,235,run,21,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.435969,0.963785,0.291396,mostly_hard_rescued_by_some_model
hard_nonfall,443,walk,21,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.53733,0.992565,0.204728,mostly_hard_rescued_by_some_model
hard_nonfall,227,run,20,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.345347,0.867225,0.205917,mostly_hard_rescued_by_some_model
hard_nonfall,441,walk,20,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.533325,0.993072,0.215209,mostly_hard_rescued_by_some_model
hard_nonfall,470,walk,20,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.384797,0.989984,0.114723,mostly_hard_rescued_by_some_model
hard_nonfall,255,run,19,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.368857,0.954731,0.097029,mostly_hard_rescued_by_some_model
hard_nonfall,375,walk,19,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.344925,0.986288,0.155216,mostly_hard_rescued_by_some_model
hard_nonfall,21,lie down,18,8,AFAC_maxscore;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.505491,0.963542,0.03511,mostly_hard_rescued_by_some_model
hard_nonfall,174,run,18,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_lowFA;ST1b6_macroF1;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.313888,0.716499,0.141813,mostly_hard_rescued_by_some_model
hard_nonfall,54,lie down,17,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;BLF_maxrec,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.321877,0.898916,0.116097,mostly_hard_rescued_by_some_model
hard_nonfall,161,run,17,8,AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.326266,0.930392,0.070494,mostly_hard_rescued_by_some_model
hard_nonfall,239,run,17,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_lowFA;ST1b6_macroF1;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.312909,0.691865,0.16775,mostly_hard_rescued_by_some_model
hard_nonfall,178,run,15,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_safety;ST1_macroF1;ST1b6_lowFA;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.291301,0.655571,0.135634,mostly_hard_rescued_by_some_model
hard_nonfall,221,run,15,8,AFAC_optBminFA;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_maxrec_s42;BLF_maxrec,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.31682,0.935317,0.071958,mostly_hard_rescued_by_some_model
hard_nonfall,476,walk,13,8,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_macroF1;SA1_safety;ST1_macroF1;ST1b6_lowFA;ST1b6_macroF1;D14B_seed44;D14B_seed43;G1_lowFA_s42;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.318096,0.918775,0.072842,mostly_hard_rescued_by_some_model
hard_nonfall,210,run,18,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.346533,0.907727,0.050129,mostly_hard_rescued_by_some_model
hard_nonfall,332,stand up,18,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.317994,0.957234,0.052102,mostly_hard_rescued_by_some_model
hard_nonfall,368,walk,18,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.494775,0.994527,0.048398,mostly_hard_rescued_by_some_model
hard_nonfall,343,stand up,17,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.334753,0.902658,0.085182,mostly_hard_rescued_by_some_model
hard_nonfall,51,lie down,16,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.323659,0.886235,0.118141,mostly_hard_rescued_by_some_model
hard_nonfall,269,run,16,7,AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.327875,0.963066,0.06261,mostly_hard_rescued_by_some_model
hard_nonfall,451,walk,16,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;ST1_beta3p0;ST1b6_beta6p0,0.39731,0.984941,0.089804,mostly_hard_rescued_by_some_model
hard_nonfall,160,run,15,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.323411,0.919893,0.076545,mostly_hard_rescued_by_some_model
hard_nonfall,175,run,14,7,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.353137,0.877676,0.026077,mostly_hard_rescued_by_some_model
hard_nonfall,473,walk,14,7,AFAC_maxscore;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_macroF1;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.32616,0.977858,0.085494,mostly_hard_rescued_by_some_model
hard_nonfall,119,pickup,13,7,AFAC_maxscore;GR1_macroF1;GR1_safety;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_macroF1;ST1b6_safety;G1_safety_s44;G1_maxrec_s42;BLF_maxrec,AFAC_optionB;BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.309663,0.941493,0.025887,mostly_hard_rescued_by_some_model
hard_nonfall,360,walk,13,7,AFAC_maxscore;AFAC_optBminFA;SA1_lowFA;SA1_safety;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;D14B_seed44;G1_safety_s44;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.321317,0.961162,0.120479,mostly_hard_rescued_by_some_model
hard_nonfall,415,walk,13,7,AFAC_optBminFA;GR1_macroF1;GR1_lowFA;SA1_lowFA;SA1_safety;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;G1_safety_s44;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.326372,0.935122,0.153848,mostly_hard_rescued_by_some_model
hard_nonfall,258,run,12,7,AFAC_optBminFA;GR1_macroF1;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_lowFA;ST1b6_macroF1;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.329814,0.924533,0.156235,mostly_hard_rescued_by_some_model
hard_nonfall,276,run,12,7,AFAC_maxscore;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.289084,0.904134,0.050858,mostly_hard_rescued_by_some_model
hard_nonfall,8,lie down,10,6,GR1_macroF1;GR1_safety;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_safety;ST1b6_safety;G1_safety_s44;G1_maxrec_s42;BLF_safety,BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.327142,0.9738,0.006167,model_specific
hard_nonfall,52,lie down,10,6,AFAC_maxscore;AFAC_optBminFA;GR1_lowFA;SA1_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_maxrec_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;GR1_gairat;SA1_sat,0.205058,0.884729,0.000109,model_specific
hard_nonfall,273,run,10,6,GR1_macroF1;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_lowFA;ST1b6_macroF1;G1_maxrec_s42;BLF_safety,BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.291297,0.933414,0.103579,model_specific
hard_nonfall,426,walk,10,6,AFAC_maxscore;AFAC_optBminFA;GR1_macroF1;GR1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;D14B_seed44;D14B_seed43;BLF_maxrec,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;GR1_gairat;ST1_beta3p0;ST1b6_beta6p0,0.284695,0.886625,0.061722,model_specific
hard_nonfall,484,walk,9,6,AFAC_maxscore;AFAC_optBminFA;SA1_safety;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;G1_safety_s44;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;G1_hardneg;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.31114,0.944609,0.084665,model_specific
hard_nonfall,194,run,8,6,AFAC_optBminFA;GR1_safety;SA1_lowFA;ST1b6_lowFA;D14B_seed44;D14B_seed43;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;GR1_gairat;SA1_sat;ST1b6_beta6p0,0.266862,0.804261,0.081324,model_specific
hard_nonfall,325,stand up,12,5,AFAC_maxscore;AFAC_optBminFA;SA1_lowFA;SA1_macroF1;ST1_lowFA;ST1_macroF1;ST1_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;SA1_sat;ST1_beta3p0,0.300284,0.93926,0.036375,mostly_hard_rescued_by_some_model
hard_nonfall,207,run,11,5,GR1_macroF1;GR1_lowFA;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_macroF1;ST1b6_safety;G1_safety_s44,G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.256823,0.767288,0.028025,model_specific
hard_nonfall,348,stand up,11,5,AFAC_maxscore;AFAC_optBminFA;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_lowFA;ST1b6_macroF1;D14B_seed44;D14B_seed43;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;ST1_beta3p0;ST1b6_beta6p0,0.279476,0.924281,0.075018,model_specific
hard_nonfall,270,run,10,5,AFAC_optBminFA;GR1_macroF1;GR1_lowFA;GR1_safety;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;G1_safety_s44;G1_maxrec_s42,AFAC_optionB;G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0,0.286876,0.922538,0.023874,model_specific
hard_nonfall,196,run,9,5,AFAC_maxscore;AFAC_optBminFA;GR1_lowFA;GR1_safety;ST1_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;GR1_gairat;ST1_beta3p0,0.266939,0.816201,0.019452,model_specific
hard_nonfall,217,run,9,5,GR1_macroF1;GR1_safety;SA1_lowFA;SA1_macroF1;SA1_safety;ST1_lowFA;ST1_macroF1;ST1b6_safety;G1_safety_s44,G1_hardneg;GR1_gairat;SA1_sat;ST1_beta3p0;ST1b6_beta6p0,0.220129,0.723073,0.014846,model_specific
hard_nonfall,272,run,9,5,GR1_lowFA;SA1_lowFA;SA1_macroF1;SA1_safety;ST1b6_lowFA;G1_safety_s44;G1_maxrec_s42;BLF_maxrec;BLF_safety,BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1b6_beta6p0,0.287015,0.890691,0.053705,model_specific
hard_nonfall,335,stand up,9,5,AFAC_maxscore;SA1_macroF1;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_safety_s44;G1_lowFA_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;SA1_sat;ST1b6_beta6p0,0.229884,0.866753,0.004432,model_specific
hard_nonfall,1,lie down,8,5,AFAC_maxscore;SA1_lowFA;SA1_macroF1;ST1b6_safety;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42;BLF_safety,AFAC_optionB;BiLSTM_finetune;G1_hardneg;SA1_sat;ST1b6_beta6p0,0.268749,0.89096,0.019934,model_specific
hard_nonfall,33,lie down,8,5,AFAC_maxscore;AFAC_optBminFA;ST1_safety;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43;G1_maxrec_s42,AFAC_optionB;D14_pauc_rank;G1_hardneg;ST1_beta3p0;ST1b6_beta6p0,0.238229,0.806194,0.008363,model_specific
hard_nonfall,264,run,7,5,AFAC_maxscore;ST1b6_lowFA;D14B_seed44;D14B_seed43;G1_lowFA_s42;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;D14_pauc_rank;G1_hardneg;ST1b6_beta6p0,0.244506,0.555323,0.094395,model_specific
hard_nonfall,198,run,6,5,GR1_macroF1;GR1_lowFA;SA1_lowFA;ST1b6_lowFA;G1_safety_s44;BLF_maxrec,BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat;ST1b6_beta6p0,0.253542,0.690415,0.047431,model_specific
hard_nonfall,12,lie down,7,4,GR1_lowFA;GR1_safety;SA1_safety;G1_safety_s44;G1_maxrec_s42;BLF_maxrec;BLF_safety,BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat,0.246374,0.957741,0.003626,model_specific
hard_nonfall,23,lie down,7,4,AFAC_maxscore;ST1_lowFA;ST1_macroF1;ST1_safety;ST1b6_safety;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;G1_hardneg;ST1_beta3p0;ST1b6_beta6p0,0.225049,0.65366,0.014671,model_specific
hard_nonfall,321,stand up,7,4,AFAC_optBminFA;SA1_lowFA;ST1_lowFA;ST1_macroF1;G1_safety_s44;G1_lowFA_s42;G1_maxrec_s42,AFAC_optionB;G1_hardneg;SA1_sat;ST1_beta3p0,0.260352,0.954161,0.021541,model_specific
hard_nonfall,61,lie down,6,4,GR1_safety;ST1_lowFA;ST1_safety;ST1b6_safety;G1_lowFA_s42;G1_maxrec_s42,G1_hardneg;GR1_gairat;ST1_beta3p0;ST1b6_beta6p0,0.218021,0.913328,0.00249,model_specific
hard_nonfall,315,sit down,6,4,AFAC_optBminFA;GR1_macroF1;SA1_lowFA;SA1_safety;BLF_maxrec;BLF_safety,AFAC_optionB;BiLSTM_finetune;GR1_gairat;SA1_sat,0.191551,0.481256,0.037723,model_specific
hard_nonfall,327,stand up,6,4,AFAC_optBminFA;GR1_macroF1;SA1_lowFA;ST1_lowFA;ST1_macroF1;ST1_safety,AFAC_optionB;GR1_gairat;SA1_sat;ST1_beta3p0,0.220562,0.831485,0.059197,model_specific
hard_nonfall,412,walk,6,4,GR1_macroF1;GR1_lowFA;ST1_macroF1;ST1b6_macroF1;ST1b6_safety;BLF_safety,BiLSTM_finetune;GR1_gairat;ST1_beta3p0;ST1b6_beta6p0,0.244219,0.932412,0.030372,model_specific
hard_nonfall,428,walk,6,4,GR1_macroF1;GR1_lowFA;ST1_macroF1;ST1b6_macroF1;ST1b6_safety;BLF_safety,BiLSTM_finetune;GR1_gairat;ST1_beta3p0;ST1b6_beta6p0,0.229422,0.841235,0.004795,model_specific
hard_nonfall,11,lie down,5,4,GR1_lowFA;GR1_safety;SA1_safety;G1_maxrec_s42;BLF_safety,BiLSTM_finetune;G1_hardneg;GR1_gairat;SA1_sat,0.257551,0.89072,0.00173,model_specific
hard_nonfall,128,pickup,5,4,AFAC_maxscore;SA1_lowFA;ST1_macroF1;ST1_safety;G1_lowFA_s42,AFAC_optionB;G1_hardneg;SA1_sat;ST1_beta3p0,0.259107,0.929799,0.050862,model_specific
hard_nonfall,450,walk,5,4,GR1_lowFA;GR1_safety;ST1_safety;ST1b6_safety;G1_maxrec_s42,G1_hardneg;GR1_gairat;ST1_beta3p0;ST1b6_beta6p0,0.209792,0.750157,0.004319,model_specific
hard_nonfall,318,sit down,5,3,AFAC_maxscore;ST1b6_macroF1;ST1b6_safety;D14B_seed44;D14B_seed43,AFAC_optionB;D14_pauc_rank;ST1b6_beta6p0,0.257729,0.886724,0.042837,model_specific
hard_nonfall,25,lie down,4,3,AFAC_maxscore;AFAC_optBminFA;ST1b6_safety;G1_lowFA_s42,AFAC_optionB;G1_hardneg;ST1b6_beta6p0,0.086698,0.423857,0.000967,model_specific
hard_nonfall,236,run,4,3,GR1_macroF1;GR1_safety;SA1_lowFA;ST1b6_lowFA,GR1_gairat;SA1_sat;ST1b6_beta6p0,0.22005,0.579861,0.057878,model_specific
hard_nonfall,253,run,4,3,ST1_safety;D14B_seed44;D14B_seed43;G1_maxrec_s42,D14_pauc_rank;G1_hardneg;ST1_beta3p0,0.202931,0.524864,0.039531,model_specific
hard_nonfall,330,stand up,4,3,ST1_safety;ST1b6_macroF1;ST1b6_safety;G1_maxrec_s42,G1_hardneg;ST1_beta3p0;ST1b6_beta6p0,0.088489,0.552277,0.000743,model_specific
hard_nonfall,472,walk,4,3,AFAC_maxscore;GR1_safety;D14B_seed44;D14B_seed43,AFAC_optionB;D14_pauc_rank;GR1_gairat,0.209016,0.763883,0.039712,model_specific
hard_nonfall,206,run,4,2,AFAC_optBminFA;ST1b6_lowFA;ST1b6_macroF1;ST1b6_safety,AFAC_optionB;ST1b6_beta6p0,0.1529,0.964733,0.004029,model_specific
hard_nonfall,277,run,3,2,G1_lowFA_s42;G1_maxrec_s42;BLF_maxrec,BiLSTM_finetune;G1_hardneg,0.209262,0.475916,0.068797,model_specific
hard_nonfall,115,pickup,2,2,GR1_macroF1;ST1_safety,GR1_gairat;ST1_beta3p0,0.214462,0.962058,0.019759,model_specific
hard_nonfall,129,pickup,2,2,SA1_safety;ST1b6_safety,SA1_sat;ST1b6_beta6p0,0.06883,0.692039,0.002092,model_specific
hard_nonfall,153,pickup,2,2,ST1_safety;BLF_maxrec,BiLSTM_finetune;ST1_beta3p0,0.220393,0.958886,0.00773,model_specific
