split,sample_id,true_class,model,family,representation,fall_score,predicted_class,above_operating_threshold,operating_threshold_far012,rank_among_nonfalls_desc
val,175,run,SA1_safety,SA1_sat,lenet,0.600328,fall,True,0.310699,3
val,175,run,ST1_lowFA,ST1_beta3p0,lenet,0.356243,fall,True,0.157616,9
val,175,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.679583,fall,True,0.289528,7
val,175,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.877676,fall,True,0.393386,3
val,178,run,AFAC_maxscore,AFAC_optionB,lenet,0.236662,run,True,0.200578,40
val,178,run,AFAC_optBminFA,AFAC_optionB,lenet,0.188519,run,True,0.143261,38
val,178,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.327073,fall,True,0.293561,33
val,178,run,BLF_safety,BiLSTM_finetune,bilstm,0.296606,fall,True,0.227623,18
val,178,run,D14B_seed43,D14_pauc_rank,lenet,0.253398,run,True,0.200217,30
val,178,run,D14B_seed44,D14_pauc_rank,lenet,0.23937,run,True,0.191555,30
val,178,run,G1_lowFA_s42,G1_hardneg,lenet,0.259793,walk,True,0.144991,20
val,178,run,G1_safety_s44,G1_hardneg,lenet,0.325988,walk,True,0.314376,45
val,178,run,GR1_lowFA,GR1_gairat,lenet,0.221797,run,True,0.187872,46
val,178,run,GR1_macroF1,GR1_gairat,lenet,0.226388,run,True,0.201419,44
val,178,run,GR1_safety,GR1_gairat,lenet,0.399096,fall,True,0.36618,33
val,178,run,SA1_lowFA,SA1_sat,lenet,0.135634,run,True,0.104403,41
val,178,run,SA1_safety,SA1_sat,lenet,0.326244,fall,True,0.310699,47
val,178,run,ST1_macroF1,ST1_beta3p0,lenet,0.227618,run,True,0.190872,45
val,178,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.1969,run,True,0.153511,35
val,186,run,AFAC_maxscore,AFAC_optionB,lenet,0.320634,fall,True,0.200578,14
val,186,run,AFAC_optBminFA,AFAC_optionB,lenet,0.306916,fall,True,0.143261,7
val,186,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.360702,fall,True,0.293561,14
val,186,run,BLF_safety,BiLSTM_finetune,bilstm,0.287885,fall,True,0.227623,24
val,186,run,D14B_seed43,D14_pauc_rank,lenet,0.289732,fall,True,0.200217,17
val,186,run,D14B_seed44,D14_pauc_rank,lenet,0.282796,fall,True,0.191555,18
val,186,run,G1_lowFA_s42,G1_hardneg,lenet,0.367107,fall,True,0.144991,8
val,186,run,G1_maxrec_s42,G1_hardneg,lenet,0.351527,fall,True,0.306177,25
val,186,run,G1_safety_s44,G1_hardneg,lenet,0.440253,fall,True,0.314376,19
val,186,run,GR1_lowFA,GR1_gairat,lenet,0.308944,fall,True,0.187872,22
val,186,run,GR1_macroF1,GR1_gairat,lenet,0.359865,fall,True,0.201419,23
val,186,run,GR1_safety,GR1_gairat,lenet,0.467928,fall,True,0.36618,18
val,186,run,SA1_lowFA,SA1_sat,lenet,0.278853,fall,True,0.104403,13
val,186,run,SA1_macroF1,SA1_sat,lenet,0.404927,fall,True,0.259205,15
val,186,run,SA1_safety,SA1_sat,lenet,0.422034,fall,True,0.310699,14
val,186,run,ST1_lowFA,ST1_beta3p0,lenet,0.277511,fall,True,0.157616,20
val,186,run,ST1_macroF1,ST1_beta3p0,lenet,0.268341,pickup,True,0.190872,32
val,186,run,ST1_safety,ST1_beta3p0,lenet,0.519729,fall,True,0.422517,20
val,186,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.307591,fall,True,0.153511,11
val,186,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.432485,fall,True,0.289528,24
val,186,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.500031,fall,True,0.393386,27
val,189,run,AFAC_maxscore,AFAC_optionB,lenet,0.320289,fall,True,0.200578,15
val,189,run,AFAC_optBminFA,AFAC_optionB,lenet,0.342437,fall,True,0.143261,2
val,189,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.360037,fall,True,0.293561,15
val,189,run,BLF_safety,BiLSTM_finetune,bilstm,0.288912,fall,True,0.227623,23
val,189,run,D14B_seed43,D14_pauc_rank,lenet,0.311091,fall,True,0.200217,10
val,189,run,D14B_seed44,D14_pauc_rank,lenet,0.308587,fall,True,0.191555,9
val,189,run,G1_lowFA_s42,G1_hardneg,lenet,0.371371,fall,True,0.144991,7
val,189,run,G1_maxrec_s42,G1_hardneg,lenet,0.349487,fall,True,0.306177,28
val,189,run,G1_safety_s44,G1_hardneg,lenet,0.476429,fall,True,0.314376,10
val,189,run,GR1_lowFA,GR1_gairat,lenet,0.377373,fall,True,0.187872,13
val,189,run,GR1_macroF1,GR1_gairat,lenet,0.489748,fall,True,0.201419,9
val,189,run,GR1_safety,GR1_gairat,lenet,0.461823,fall,True,0.36618,20
val,189,run,SA1_lowFA,SA1_sat,lenet,0.31381,fall,True,0.104403,8
val,189,run,SA1_macroF1,SA1_sat,lenet,0.482696,fall,True,0.259205,5
val,189,run,SA1_safety,SA1_sat,lenet,0.42125,fall,True,0.310699,15
val,189,run,ST1_lowFA,ST1_beta3p0,lenet,0.391094,fall,True,0.157616,6
val,189,run,ST1_macroF1,ST1_beta3p0,lenet,0.455814,fall,True,0.190872,6
val,189,run,ST1_safety,ST1_beta3p0,lenet,0.515409,fall,True,0.422517,24
val,189,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.323174,fall,True,0.153511,8
val,189,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.501206,fall,True,0.289528,15
val,189,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.472199,fall,True,0.393386,31
val,194,run,AFAC_optBminFA,AFAC_optionB,lenet,0.144847,run,True,0.143261,54
val,194,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.30656,fall,True,0.293561,41
val,194,run,BLF_safety,BiLSTM_finetune,bilstm,0.243477,walk,True,0.227623,51
val,194,run,D14B_seed43,D14_pauc_rank,lenet,0.21751,run,True,0.200217,41
val,194,run,D14B_seed44,D14_pauc_rank,lenet,0.210754,run,True,0.191555,41
val,194,run,GR1_safety,GR1_gairat,lenet,0.378693,fall,True,0.36618,45
val,194,run,SA1_lowFA,SA1_sat,lenet,0.132753,run,True,0.104403,42
val,194,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.168007,run,True,0.153511,43
val,196,run,AFAC_maxscore,AFAC_optionB,lenet,0.260264,fall,True,0.200578,31
val,196,run,AFAC_optBminFA,AFAC_optionB,lenet,0.151347,run,True,0.143261,47
val,196,run,D14B_seed43,D14_pauc_rank,lenet,0.234553,run,True,0.200217,34
val,196,run,D14B_seed44,D14_pauc_rank,lenet,0.228206,run,True,0.191555,34
val,196,run,G1_lowFA_s42,G1_hardneg,lenet,0.257185,fall,True,0.144991,21
val,196,run,G1_safety_s44,G1_hardneg,lenet,0.31501,fall,True,0.314376,52
val,196,run,GR1_lowFA,GR1_gairat,lenet,0.213189,run,True,0.187872,48
val,196,run,GR1_safety,GR1_gairat,lenet,0.380847,fall,True,0.36618,44
val,196,run,ST1_safety,ST1_beta3p0,lenet,0.444369,fall,True,0.422517,45
val,197,run,AFAC_maxscore,AFAC_optionB,lenet,0.318609,fall,True,0.200578,16
val,197,run,AFAC_optBminFA,AFAC_optionB,lenet,0.339455,fall,True,0.143261,3
val,197,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.359074,fall,True,0.293561,17
val,197,run,BLF_safety,BiLSTM_finetune,bilstm,0.285524,fall,True,0.227623,27
val,197,run,D14B_seed43,D14_pauc_rank,lenet,0.308032,fall,True,0.200217,12
val,197,run,D14B_seed44,D14_pauc_rank,lenet,0.305558,fall,True,0.191555,12
val,197,run,G1_lowFA_s42,G1_hardneg,lenet,0.360615,fall,True,0.144991,11
val,197,run,G1_maxrec_s42,G1_hardneg,lenet,0.35152,fall,True,0.306177,26
val,197,run,G1_safety_s44,G1_hardneg,lenet,0.475229,fall,True,0.314376,11
val,197,run,GR1_lowFA,GR1_gairat,lenet,0.370603,fall,True,0.187872,15
val,197,run,GR1_macroF1,GR1_gairat,lenet,0.489551,fall,True,0.201419,10
val,197,run,GR1_safety,GR1_gairat,lenet,0.469873,fall,True,0.36618,16
val,197,run,SA1_lowFA,SA1_sat,lenet,0.323468,fall,True,0.104403,6
val,197,run,SA1_macroF1,SA1_sat,lenet,0.479564,fall,True,0.259205,7
val,197,run,SA1_safety,SA1_sat,lenet,0.438976,fall,True,0.310699,8
val,197,run,ST1_lowFA,ST1_beta3p0,lenet,0.381465,fall,True,0.157616,7
val,197,run,ST1_macroF1,ST1_beta3p0,lenet,0.450068,fall,True,0.190872,7
val,197,run,ST1_safety,ST1_beta3p0,lenet,0.506587,fall,True,0.422517,27
val,197,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.32137,fall,True,0.153511,9
val,197,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.502124,fall,True,0.289528,14
val,197,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.460187,fall,True,0.393386,34
val,198,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.296941,fall,True,0.293561,48
val,198,run,G1_safety_s44,G1_hardneg,lenet,0.316025,fall,True,0.314376,51
val,198,run,GR1_lowFA,GR1_gairat,lenet,0.193147,walk,True,0.187872,50
val,198,run,GR1_macroF1,GR1_gairat,lenet,0.202563,run,True,0.201419,54
val,198,run,SA1_lowFA,SA1_sat,lenet,0.121368,pickup,True,0.104403,46
val,198,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.170391,run,True,0.153511,42
val,206,run,AFAC_optBminFA,AFAC_optionB,lenet,0.145431,sit down,True,0.143261,53
val,206,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.258408,fall,True,0.153511,25
val,206,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.576878,fall,True,0.289528,11
val,206,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.632168,fall,True,0.393386,19
val,207,run,G1_safety_s44,G1_hardneg,lenet,0.494392,fall,True,0.314376,6
val,207,run,GR1_lowFA,GR1_gairat,lenet,0.238726,run,True,0.187872,41
val,207,run,GR1_macroF1,GR1_gairat,lenet,0.569101,fall,True,0.201419,6
val,207,run,GR1_safety,GR1_gairat,lenet,0.595357,fall,True,0.36618,7
val,207,run,SA1_lowFA,SA1_sat,lenet,0.31492,run,True,0.104403,7
val,207,run,SA1_macroF1,SA1_sat,lenet,0.339654,run,True,0.259205,31
val,207,run,SA1_safety,SA1_sat,lenet,0.545218,fall,True,0.310699,4
val,207,run,ST1_lowFA,ST1_beta3p0,lenet,0.182169,stand up,True,0.157616,41
val,207,run,ST1_macroF1,ST1_beta3p0,lenet,0.23787,stand up,True,0.190872,43
val,207,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.355425,run,True,0.289528,43
val,207,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.767288,fall,True,0.393386,9
val,209,run,AFAC_maxscore,AFAC_optionB,lenet,0.338817,fall,True,0.200578,10
val,209,run,AFAC_optBminFA,AFAC_optionB,lenet,0.302413,fall,True,0.143261,8
val,209,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.332589,fall,True,0.293561,29
val,209,run,BLF_safety,BiLSTM_finetune,bilstm,0.278699,walk,True,0.227623,34
val,209,run,D14B_seed43,D14_pauc_rank,lenet,0.304428,fall,True,0.200217,13
val,209,run,D14B_seed44,D14_pauc_rank,lenet,0.292485,fall,True,0.191555,14
val,209,run,G1_lowFA_s42,G1_hardneg,lenet,0.394438,fall,True,0.144991,3
val,209,run,G1_maxrec_s42,G1_hardneg,lenet,0.35684,fall,True,0.306177,18
val,209,run,G1_safety_s44,G1_hardneg,lenet,0.459866,fall,True,0.314376,13
val,209,run,GR1_lowFA,GR1_gairat,lenet,0.35335,fall,True,0.187872,16
val,209,run,GR1_macroF1,GR1_gairat,lenet,0.387883,fall,True,0.201419,17
val,209,run,GR1_safety,GR1_gairat,lenet,0.491768,fall,True,0.36618,14
val,209,run,SA1_lowFA,SA1_sat,lenet,0.290261,fall,True,0.104403,9
val,209,run,SA1_macroF1,SA1_sat,lenet,0.44023,fall,True,0.259205,12
val,209,run,SA1_safety,SA1_sat,lenet,0.437169,fall,True,0.310699,10
val,209,run,ST1_lowFA,ST1_beta3p0,lenet,0.344806,fall,True,0.157616,10
val,209,run,ST1_macroF1,ST1_beta3p0,lenet,0.377477,fall,True,0.190872,13
val,209,run,ST1_safety,ST1_beta3p0,lenet,0.531653,fall,True,0.422517,16
val,209,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.318817,fall,True,0.153511,10
val,209,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.431763,fall,True,0.289528,25
val,209,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.524528,fall,True,0.393386,22
val,210,run,AFAC_maxscore,AFAC_optionB,lenet,0.282505,fall,True,0.200578,26
val,210,run,AFAC_optBminFA,AFAC_optionB,lenet,0.261766,fall,True,0.143261,15
val,210,run,D14B_seed43,D14_pauc_rank,lenet,0.245621,fall,True,0.200217,32
val,210,run,D14B_seed44,D14_pauc_rank,lenet,0.235263,fall,True,0.191555,33
val,210,run,G1_lowFA_s42,G1_hardneg,lenet,0.240601,fall,True,0.144991,26
val,210,run,G1_maxrec_s42,G1_hardneg,lenet,0.338379,fall,True,0.306177,36
val,210,run,G1_safety_s44,G1_hardneg,lenet,0.410277,fall,True,0.314376,26
val,210,run,GR1_lowFA,GR1_gairat,lenet,0.321615,fall,True,0.187872,20
val,210,run,GR1_macroF1,GR1_gairat,lenet,0.303954,fall,True,0.201419,32
val,210,run,SA1_lowFA,SA1_sat,lenet,0.110762,lie down,True,0.104403,49
val,210,run,SA1_macroF1,SA1_sat,lenet,0.330499,fall,True,0.259205,34
val,210,run,SA1_safety,SA1_sat,lenet,0.349511,fall,True,0.310699,34
val,210,run,ST1_lowFA,ST1_beta3p0,lenet,0.260785,fall,True,0.157616,21
val,210,run,ST1_macroF1,ST1_beta3p0,lenet,0.339981,fall,True,0.190872,18
val,210,run,ST1_safety,ST1_beta3p0,lenet,0.543704,fall,True,0.422517,13
val,210,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.256065,fall,True,0.153511,26
val,210,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.453297,fall,True,0.289528,20
val,210,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.502525,fall,True,0.393386,26
val,211,run,AFAC_maxscore,AFAC_optionB,lenet,0.29933,fall,True,0.200578,19
val,211,run,AFAC_optBminFA,AFAC_optionB,lenet,0.338508,fall,True,0.143261,4
val,211,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.356515,fall,True,0.293561,18
val,211,run,BLF_safety,BiLSTM_finetune,bilstm,0.286826,fall,True,0.227623,25
val,211,run,D14B_seed43,D14_pauc_rank,lenet,0.309573,fall,True,0.200217,11
val,211,run,D14B_seed44,D14_pauc_rank,lenet,0.30561,fall,True,0.191555,11
val,211,run,G1_lowFA_s42,G1_hardneg,lenet,0.361496,fall,True,0.144991,10
val,211,run,G1_maxrec_s42,G1_hardneg,lenet,0.366525,fall,True,0.306177,16
val,211,run,G1_safety_s44,G1_hardneg,lenet,0.477726,fall,True,0.314376,9
val,211,run,GR1_lowFA,GR1_gairat,lenet,0.38054,fall,True,0.187872,12
val,211,run,GR1_macroF1,GR1_gairat,lenet,0.488429,fall,True,0.201419,11
val,211,run,GR1_safety,GR1_gairat,lenet,0.455976,fall,True,0.36618,21
val,211,run,SA1_lowFA,SA1_sat,lenet,0.382598,fall,True,0.104403,3
val,211,run,SA1_macroF1,SA1_sat,lenet,0.481011,fall,True,0.259205,6
val,211,run,SA1_safety,SA1_sat,lenet,0.43401,fall,True,0.310699,11
val,211,run,ST1_lowFA,ST1_beta3p0,lenet,0.398782,fall,True,0.157616,5
val,211,run,ST1_macroF1,ST1_beta3p0,lenet,0.443715,fall,True,0.190872,8
val,211,run,ST1_safety,ST1_beta3p0,lenet,0.514414,fall,True,0.422517,25
val,211,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.330266,fall,True,0.153511,6
val,211,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.497278,fall,True,0.289528,17
val,211,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.476682,fall,True,0.393386,29
val,212,run,AFAC_maxscore,AFAC_optionB,lenet,0.329335,fall,True,0.200578,12
val,212,run,AFAC_optBminFA,AFAC_optionB,lenet,0.285601,fall,True,0.143261,10
val,212,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.352443,fall,True,0.293561,21
val,212,run,BLF_safety,BiLSTM_finetune,bilstm,0.281111,fall,True,0.227623,31
val,212,run,D14B_seed43,D14_pauc_rank,lenet,0.289384,fall,True,0.200217,18
val,212,run,D14B_seed44,D14_pauc_rank,lenet,0.284481,run,True,0.191555,17
val,212,run,G1_lowFA_s42,G1_hardneg,lenet,0.366419,fall,True,0.144991,9
val,212,run,G1_maxrec_s42,G1_hardneg,lenet,0.35202,fall,True,0.306177,22
val,212,run,G1_safety_s44,G1_hardneg,lenet,0.457138,fall,True,0.314376,15
val,212,run,GR1_lowFA,GR1_gairat,lenet,0.288563,fall,True,0.187872,26
val,212,run,GR1_macroF1,GR1_gairat,lenet,0.321083,fall,True,0.201419,26
val,212,run,GR1_safety,GR1_gairat,lenet,0.484434,fall,True,0.36618,15
val,212,run,SA1_lowFA,SA1_sat,lenet,0.253436,fall,True,0.104403,17
val,212,run,SA1_macroF1,SA1_sat,lenet,0.401132,fall,True,0.259205,16
val,212,run,SA1_safety,SA1_sat,lenet,0.425433,fall,True,0.310699,13
val,212,run,ST1_lowFA,ST1_beta3p0,lenet,0.33426,fall,True,0.157616,11
val,212,run,ST1_macroF1,ST1_beta3p0,lenet,0.387231,fall,True,0.190872,12
val,212,run,ST1_safety,ST1_beta3p0,lenet,0.51737,fall,True,0.422517,23
val,212,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.301058,fall,True,0.153511,12
val,212,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.394927,fall,True,0.289528,30
val,212,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.521113,fall,True,0.393386,23
val,214,run,AFAC_maxscore,AFAC_optionB,lenet,0.307822,fall,True,0.200578,17
val,214,run,AFAC_optBminFA,AFAC_optionB,lenet,0.244239,fall,True,0.143261,22
val,214,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.356319,fall,True,0.293561,20
val,214,run,BLF_safety,BiLSTM_finetune,bilstm,0.307509,fall,True,0.227623,11
val,214,run,D14B_seed43,D14_pauc_rank,lenet,0.278741,run,True,0.200217,22
val,214,run,D14B_seed44,D14_pauc_rank,lenet,0.27298,run,True,0.191555,22
val,214,run,G1_lowFA_s42,G1_hardneg,lenet,0.192373,pickup,True,0.144991,41
val,214,run,G1_maxrec_s42,G1_hardneg,lenet,0.351639,fall,True,0.306177,24
val,214,run,G1_safety_s44,G1_hardneg,lenet,0.444832,fall,True,0.314376,18
val,214,run,GR1_lowFA,GR1_gairat,lenet,0.324236,fall,True,0.187872,19
val,214,run,GR1_macroF1,GR1_gairat,lenet,0.368964,fall,True,0.201419,21
val,214,run,GR1_safety,GR1_gairat,lenet,0.433448,fall,True,0.36618,25
val,214,run,SA1_lowFA,SA1_sat,lenet,0.285996,fall,True,0.104403,10
val,214,run,SA1_macroF1,SA1_sat,lenet,0.361845,fall,True,0.259205,22
val,214,run,SA1_safety,SA1_sat,lenet,0.366271,fall,True,0.310699,28
val,214,run,ST1_lowFA,ST1_beta3p0,lenet,0.228165,pickup,True,0.157616,29
val,214,run,ST1_macroF1,ST1_beta3p0,lenet,0.195428,pickup,True,0.190872,51
val,214,run,ST1_safety,ST1_beta3p0,lenet,0.468023,fall,True,0.422517,36
val,214,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.27721,fall,True,0.153511,20
val,214,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.433526,fall,True,0.289528,23
val,214,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.455744,fall,True,0.393386,37
val,215,run,ST1_safety,ST1_beta3p0,lenet,0.478924,fall,True,0.422517,34
val,216,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.331139,fall,True,0.293561,31
val,216,run,BLF_safety,BiLSTM_finetune,bilstm,0.248437,walk,True,0.227623,48
val,217,run,G1_safety_s44,G1_hardneg,lenet,0.394334,fall,True,0.314376,31
val,217,run,GR1_macroF1,GR1_gairat,lenet,0.517604,fall,True,0.201419,7
val,217,run,GR1_safety,GR1_gairat,lenet,0.560595,fall,True,0.36618,11
val,217,run,SA1_lowFA,SA1_sat,lenet,0.32598,run,True,0.104403,4
val,217,run,SA1_macroF1,SA1_sat,lenet,0.35809,run,True,0.259205,24
val,217,run,SA1_safety,SA1_sat,lenet,0.525464,fall,True,0.310699,6
val,217,run,ST1_lowFA,ST1_beta3p0,lenet,0.176422,stand up,True,0.157616,42
val,217,run,ST1_macroF1,ST1_beta3p0,lenet,0.228219,stand up,True,0.190872,44
val,217,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.723073,fall,True,0.393386,13
val,221,run,AFAC_optBminFA,AFAC_optionB,lenet,0.175118,run,True,0.143261,40
val,221,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.301956,fall,True,0.293561,45
val,221,run,D14B_seed43,D14_pauc_rank,lenet,0.237585,run,True,0.200217,33
val,221,run,D14B_seed44,D14_pauc_rank,lenet,0.223184,run,True,0.191555,38
val,221,run,G1_maxrec_s42,G1_hardneg,lenet,0.341529,fall,True,0.306177,32
val,221,run,G1_safety_s44,G1_hardneg,lenet,0.407742,fall,True,0.314376,28
val,221,run,GR1_lowFA,GR1_gairat,lenet,0.227867,walk,True,0.187872,45
val,221,run,GR1_safety,GR1_gairat,lenet,0.37553,fall,True,0.36618,46
val,221,run,SA1_lowFA,SA1_sat,lenet,0.179588,pickup,True,0.104403,30
val,221,run,SA1_macroF1,SA1_sat,lenet,0.379789,fall,True,0.259205,20
val,221,run,SA1_safety,SA1_sat,lenet,0.352345,fall,True,0.310699,32
val,221,run,ST1_lowFA,ST1_beta3p0,lenet,0.163995,pickup,True,0.157616,46
val,221,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.207371,run,True,0.153511,33
val,221,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.43435,fall,True,0.289528,22
val,221,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.394481,fall,True,0.393386,52
val,227,run,AFAC_maxscore,AFAC_optionB,lenet,0.250122,fall,True,0.200578,35
val,227,run,AFAC_optBminFA,AFAC_optionB,lenet,0.205917,run,True,0.143261,31
val,227,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.332916,fall,True,0.293561,28
val,227,run,BLF_safety,BiLSTM_finetune,bilstm,0.260662,walk,True,0.227623,43
val,227,run,D14B_seed43,D14_pauc_rank,lenet,0.24572,run,True,0.200217,31
val,227,run,D14B_seed44,D14_pauc_rank,lenet,0.236067,run,True,0.191555,32
val,227,run,G1_lowFA_s42,G1_hardneg,lenet,0.223047,run,True,0.144991,32
val,227,run,G1_maxrec_s42,G1_hardneg,lenet,0.314852,fall,True,0.306177,45
val,227,run,G1_safety_s44,G1_hardneg,lenet,0.389898,fall,True,0.314376,32
val,227,run,GR1_lowFA,GR1_gairat,lenet,0.248922,run,True,0.187872,35
val,227,run,GR1_macroF1,GR1_gairat,lenet,0.31901,fall,True,0.201419,27
val,227,run,GR1_safety,GR1_gairat,lenet,0.386453,fall,True,0.36618,41
val,227,run,SA1_lowFA,SA1_sat,lenet,0.223302,run,True,0.104403,22
val,227,run,SA1_macroF1,SA1_sat,lenet,0.336739,fall,True,0.259205,33
val,227,run,SA1_safety,SA1_sat,lenet,0.365511,fall,True,0.310699,29
val,227,run,ST1_lowFA,ST1_beta3p0,lenet,0.253013,run,True,0.157616,23
val,227,run,ST1_macroF1,ST1_beta3p0,lenet,0.253591,run,True,0.190872,37
val,227,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.243854,run,True,0.153511,29
val,227,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.39066,fall,True,0.289528,32
val,227,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.409189,fall,True,0.393386,48
val,229,run,SA1_macroF1,SA1_sat,lenet,0.306183,fall,True,0.259205,44
val,233,run,AFAC_maxscore,AFAC_optionB,lenet,0.295111,fall,True,0.200578,22
val,233,run,AFAC_optBminFA,AFAC_optionB,lenet,0.289064,fall,True,0.143261,9
val,233,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.337495,fall,True,0.293561,26
val,233,run,BLF_safety,BiLSTM_finetune,bilstm,0.281405,walk,True,0.227623,30
val,233,run,D14B_seed43,D14_pauc_rank,lenet,0.293857,fall,True,0.200217,16
val,233,run,D14B_seed44,D14_pauc_rank,lenet,0.28542,run,True,0.191555,16
val,233,run,G1_lowFA_s42,G1_hardneg,lenet,0.21729,pickup,True,0.144991,34
val,233,run,G1_maxrec_s42,G1_hardneg,lenet,0.327909,fall,True,0.306177,41
val,233,run,G1_safety_s44,G1_hardneg,lenet,0.416918,fall,True,0.314376,24
val,233,run,GR1_lowFA,GR1_gairat,lenet,0.295008,run,True,0.187872,25
val,233,run,GR1_macroF1,GR1_gairat,lenet,0.378114,fall,True,0.201419,19
val,233,run,GR1_safety,GR1_gairat,lenet,0.437366,fall,True,0.36618,24
val,233,run,SA1_lowFA,SA1_sat,lenet,0.276868,fall,True,0.104403,14
val,233,run,SA1_macroF1,SA1_sat,lenet,0.350933,fall,True,0.259205,27
val,233,run,SA1_safety,SA1_sat,lenet,0.375988,fall,True,0.310699,24
val,233,run,ST1_lowFA,ST1_beta3p0,lenet,0.252622,run,True,0.157616,24
val,233,run,ST1_macroF1,ST1_beta3p0,lenet,0.292006,run,True,0.190872,26
val,233,run,ST1_safety,ST1_beta3p0,lenet,0.427623,fall,True,0.422517,50
val,233,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.292298,fall,True,0.153511,14
val,233,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.442473,fall,True,0.289528,21
val,233,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.475684,fall,True,0.393386,30
val,235,run,AFAC_maxscore,AFAC_optionB,lenet,0.322449,fall,True,0.200578,13
val,235,run,AFAC_optBminFA,AFAC_optionB,lenet,0.345743,fall,True,0.143261,1
val,235,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.359909,fall,True,0.293561,16
val,235,run,BLF_safety,BiLSTM_finetune,bilstm,0.291396,fall,True,0.227623,21
val,235,run,D14B_seed43,D14_pauc_rank,lenet,0.31291,fall,True,0.200217,8
val,235,run,D14B_seed44,D14_pauc_rank,lenet,0.308433,fall,True,0.191555,10
val,235,run,G1_lowFA_s42,G1_hardneg,lenet,0.381718,fall,True,0.144991,5
val,235,run,G1_maxrec_s42,G1_hardneg,lenet,0.345284,fall,True,0.306177,30
val,235,run,G1_safety_s44,G1_hardneg,lenet,0.462859,fall,True,0.314376,12
val,235,run,GR1_lowFA,GR1_gairat,lenet,0.374824,fall,True,0.187872,14
val,235,run,GR1_macroF1,GR1_gairat,lenet,0.467905,fall,True,0.201419,12
val,235,run,GR1_safety,GR1_gairat,lenet,0.461853,fall,True,0.36618,19
val,235,run,SA1_lowFA,SA1_sat,lenet,0.324065,fall,True,0.104403,5
val,235,run,SA1_macroF1,SA1_sat,lenet,0.479178,fall,True,0.259205,8
val,235,run,SA1_safety,SA1_sat,lenet,0.414694,fall,True,0.310699,18
val,235,run,ST1_lowFA,ST1_beta3p0,lenet,0.378004,fall,True,0.157616,8
